student_id,counsellor_note
STU00570,No further action needed. Situation monitored.
STU00571,Good academic-social balance. Follow-up required.
STU00572,Needs to improve focus in class. Follow-up required.
STU00573,Severe lack of attendance. Unresponsive to emails. Situation monitored.
STU00574,No major issues reported. Action plan discussed.
STU00575,Needs to improve focus in class. Action plan discussed.
STU00576,"Struggling slightly with core subjects, advised tutoring. Follow-up required."
STU00577,No further action needed. Action plan discussed.
STU00578,Discussed dropping out due to financial stress. Action plan discussed.
STU00579,Discussed dropping out due to financial stress. Action plan discussed.
STU00580,No major issues reported. Situation monitored.
STU00581,Participates actively in class. Action plan discussed.
STU00582,Participates actively in class. Situation monitored.
STU00583,Good academic-social balance. Situation monitored.
STU00584,Needs to improve focus in class. Situation monitored.
STU00585,Monitor attendance next month. Follow-up required.
STU00586,Discussed dropping out due to financial stress. Action plan discussed.
STU00587,Family concerns mentioned briefly. Action plan discussed.
STU00588,No further action needed. Action plan discussed.
STU00589,Needs to improve focus in class. Situation monitored.
STU00590,Good academic-social balance. Follow-up required.
STU00591,Student is performing well. Situation monitored.
STU00592,No further action needed. Situation monitored.
STU00593,Needs to improve focus in class. Follow-up required.
STU00594,Participates actively in class. Situation monitored.
STU00595,Student expressed some stress regarding coursework. Action plan discussed.
STU00596,Participates actively in class. Follow-up required.
STU00597,Emergency contact notified. Situation monitored.
STU00598,Student is performing well. Follow-up required.
STU00599,Occasional absence noted. Follow-up required.
STU00600,No further action needed. Situation monitored.
STU00601,Family concerns mentioned briefly. Follow-up required.
STU00602,Occasional absence noted. Situation monitored.
STU00603,Severe lack of attendance. Unresponsive to emails. Action plan discussed.
STU00604,Severe lack of attendance. Unresponsive to emails. Action plan discussed.
STU00605,Student is performing well. Follow-up required.
STU00606,Student expressed some stress regarding coursework. Follow-up required.
STU00607,Occasional absence noted. Follow-up required.
STU00608,Monitor attendance next month. Follow-up required.
STU00609,No further action needed. Action plan discussed.
STU00610,Monitor attendance next month. Follow-up required.
STU00611,Monitor attendance next month. Situation monitored.
STU00612,No major issues reported. Action plan discussed.
STU00613,"Struggling slightly with core subjects, advised tutoring. Follow-up required."
STU00614,No further action needed. Action plan discussed.
STU00615,Participates actively in class. Action plan discussed.
STU00616,Student expressed some stress regarding coursework. Action plan discussed.
STU00617,No further action needed. Situation monitored.
STU00618,"Discussed minor career goals, doing fine. Situation monitored."
STU00619,Participates actively in class. Follow-up required.
STU00620,Student is performing well. Follow-up required.
STU00621,Student expressed some stress regarding coursework. Action plan discussed.
STU00622,No further action needed. Follow-up required.
STU00623,Multiple backlogs. Demotivated. Follow-up required.
STU00624,No further action needed. Situation monitored.
STU00625,Student expressed some stress regarding coursework. Follow-up required.
STU00626,Student is performing well. Action plan discussed.
STU00627,No major issues reported. Situation monitored.
STU00628,Good academic-social balance. Action plan discussed.
STU00629,"Struggling slightly with core subjects, advised tutoring. Action plan discussed."
STU00630,Family concerns mentioned briefly. Follow-up required.
STU00631,No major issues reported. Action plan discussed.
STU00632,"Discussed minor career goals, doing fine. Situation monitored."
STU00633,Family concerns mentioned briefly. Follow-up required.
STU00634,No major issues reported. Situation monitored.
STU00635,Good academic-social balance. Action plan discussed.
STU00636,Monitor attendance next month. Situation monitored.
STU00637,Student expressed some stress regarding coursework. Follow-up required.
STU00638,Multiple backlogs. Demotivated. Follow-up required.
STU00639,Student is performing well. Action plan discussed.
STU00640,No major issues reported. Action plan discussed.
STU00641,No further action needed. Situation monitored.
STU00642,Participates actively in class. Situation monitored.
STU00643,"Working too many part-time hours, neglecting studies. Action plan discussed."
STU00644,Student is performing well. Follow-up required.
STU00645,"Struggling slightly with core subjects, advised tutoring. Situation monitored."
STU00646,Monitor attendance next month. Action plan discussed.
STU00647,Needs to improve focus in class. Follow-up required.
STU00648,"Struggling slightly with core subjects, advised tutoring. Situation monitored."
STU00649,Good academic-social balance. Action plan discussed.
STU00650,Participates actively in class. Action plan discussed.
STU00651,Participates actively in class. Follow-up required.
STU00652,Student expressed some stress regarding coursework. Action plan discussed.
STU00653,No major issues reported. Action plan discussed.
STU00654,"Discussed minor career goals, doing fine. Situation monitored."
STU00655,Student is performing well. Situation monitored.
STU00656,Multiple backlogs. Demotivated. Action plan discussed.
STU00657,Discussed dropping out due to financial stress. Situation monitored.
STU00658,Participates actively in class. Follow-up required.
STU00659,Student is performing well. Follow-up required.
STU00660,Student is performing well. Action plan discussed.
STU00661,"Working too many part-time hours, neglecting studies. Action plan discussed."
STU00662,Family concerns mentioned briefly. Action plan discussed.
STU00663,No major issues reported. Action plan discussed.
STU00664,No further action needed. Situation monitored.
STU00665,"Struggling slightly with core subjects, advised tutoring. Situation monitored."
STU00666,Needs to improve focus in class. Follow-up required.
STU00667,No further action needed. Situation monitored.
STU00668,Family concerns mentioned briefly. Situation monitored.
STU00669,Family concerns mentioned briefly. Action plan discussed.
STU00670,"Struggling slightly with core subjects, advised tutoring. Action plan discussed."
STU00671,"Struggling slightly with core subjects, advised tutoring. Situation monitored."
STU00672,Good academic-social balance. Situation monitored.
STU00673,"Discussed minor career goals, doing fine. Action plan discussed."
STU00674,Student expressed some stress regarding coursework. Action plan discussed.
STU00675,Multiple backlogs. Demotivated. Situation monitored.
STU00676,Student is performing well. Follow-up required.
STU00677,No major issues reported. Action plan discussed.
STU00678,"Discussed minor career goals, doing fine. Action plan discussed."
STU00679,Needs to improve focus in class. Follow-up required.
STU00680,No major issues reported. Follow-up required.
STU00681,Occasional absence noted. Follow-up required.
STU00682,Mental health challenges affecting academics. Follow-up required.
